定期刷新订阅链接,#genre#
欧美综艺,https://live.ottiptv.cc/huya/20969124
极限挑战专场,https://live.ottiptv.cc/huya/29982632
青春环游记专场,https://live.ottiptv.cc/huya/30080246
五十公里桃花坞专场,https://live.ottiptv.cc/huya/29465869
高能少年团专场,https://live.ottiptv.cc/huya/29982609
二十四小时专场,https://live.ottiptv.cc/huya/29982610
哈哈哈哈哈专场,https://live.ottiptv.cc/huya/30080247
演员请就位专场,https://live.ottiptv.cc/huya/23746691
奔跑吧兄弟专场,https://live.ottiptv.cc/huya/29465870
最强大脑专场,https://live.ottiptv.cc/huya/29465880
现在就出发专场,https://live.ottiptv.cc/huya/21059551
脱口秀大会专场,https://live.ottiptv.cc/huya/11352875
新游记专场,https://live.ottiptv.cc/huya/20985794
天赐的声音专场,https://live.ottiptv.cc/huya/30080249
幸福三重奏专场,https://live.ottiptv.cc/huya/29982647
咱们穿越吧专场,https://live.ottiptv.cc/huya/11352907
我是大侦探专场,https://live.ottiptv.cc/huya/20969140
中国好声音专场,https://live.ottiptv.cc/huya/23746691
朋友请吃饭专场,https://live.ottiptv.cc/huya/11352918
12道锋味专场,https://live.ottiptv.cc/huya/30080162
我们的客栈专场,https://live.ottiptv.cc/huya/24609812
变形计专场,https://live.ottiptv.cc/huya/23903164

电影直播,#genre#
邵氏电影,http://38.75.136.137:98/gslb/dsdqpub/lbssdy.m3u8?auth=testpub
邵氏武侠,http://38.75.136.137:98/gslb/dsdqpub/lbsswx.m3u8?auth=testpub
邵氏动作,http://38.75.136.137:98/gslb/dsdqpub/lbssdz.m3u8?auth=testpub
邵氏喜剧,http://38.75.136.137:98/gslb/dsdqpub/lbssxj.m3u8?auth=testpub
华数电影,http://hmfs.f3322.net:3388/hls/40/index.m3u8
华数动作影院,http://113.25.252.226:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
CHC家庭影院,http://38.75.136.137:98/gslb/dsdqpub/chcjt.m3u8?auth=testpub
CHC家庭影院,http://go.bkpcp.top/mg/jtyy
CHC动作电影,http://38.75.136.137:98/gslb/dsdqpub/chcdz.m3u8?auth=testpub
CHC动作电影,http://go.bkpcp.top/mg/dzdy
CHC影迷电影,http://38.75.136.137:98/gslb/dsdqpub/chchd.m3u8?auth=testpub
CHC影迷电影,http://go.bkpcp.top/mg/ymdy
经典影艺,rtmp://live.gxrb.com.cn/pull/red_movies_0501?m3u8?key=txiptv
周星驰专场,https://live.ottiptv.cc/huya/11336587
李连杰专场,https://live.ottiptv.cc/huya/11342390
刘德华专场,https://live.ottiptv.cc/huya/11342424
林正英专场,https://live.ottiptv.cc/huya/11342421
甄子丹专场,https://live.ottiptv.cc/huya/11352935
沈腾专场,https://live.ottiptv.cc/huya/11601968
黄渤专场,https://live.ottiptv.cc/huya/11352876
周润发专场,https://live.ottiptv.cc/huya/11342387
成龙专场,https://live.ottiptv.cc/huya/11342386
古天乐专场,https://live.ottiptv.cc/huya/29982675
王晶专场,https://live.ottiptv.cc/huya/11602058
吴京专场,https://live.ottiptv.cc/huya/11602077
洪金宝专场,https://live.ottiptv.cc/huya/11279251
徐克专场,https://live.ottiptv.cc/huya/11352909
徐峥专场,https://live.ottiptv.cc/huya/11602043
邓超专场,https://live.ottiptv.cc/huya/11336592
梁家辉专场,https://live.ottiptv.cc/huya/11342429
张卫健专场,https://live.ottiptv.cc/huya/11342423
王宝强专场,https://live.ottiptv.cc/huya/30080251
陈小春专场,https://live.ottiptv.cc/huya/11336719
郭富城专场,https://live.ottiptv.cc/huya/20985865
吴镇宇专场,https://live.ottiptv.cc/huya/23865096
陆小凤专场,https://live.ottiptv.cc/huya/11342427
强森专场,https://live.ottiptv.cc/huya/21059581
斯坦森专场,https://live.ottiptv.cc/huya/21059588
马东锡专场,https://live.ottiptv.cc/huya/21059556
灾难片系列,https://live.ottiptv.cc/huya/23728647
贺岁片系列,https://live.ottiptv.cc/huya/11601986
科幻片系列,https://live.ottiptv.cc/huya/11352965
丧尸片系列,https://live.ottiptv.cc/huya/24314160
怪兽片系列,https://live.ottiptv.cc/huya/29982674
战争片系列,https://live.ottiptv.cc/huya/21059618
硬汉片系列,https://live.ottiptv.cc/huya/23864973
竞速片系列,https://live.ottiptv.cc/huya/29982635
动作片系列,https://live.ottiptv.cc/huya/10871113
爱情片系列,https://live.ottiptv.cc/huya/29982639
犯罪片系列,https://live.ottiptv.cc/huya/30080165
奇幻片系列,https://live.ottiptv.cc/huya/26355847
冒险片系列,https://live.ottiptv.cc/huya/21059566
盗墓片系列,https://live.ottiptv.cc/huya/11601981
穿越片系列,https://live.ottiptv.cc/huya/29465892
悬疑片系列,https://live.ottiptv.cc/huya/21059530
喜剧片系列,https://live.ottiptv.cc/huya/11602044
英雄片系列,https://live.ottiptv.cc/huya/11601980
枪战片系列,https://live.ottiptv.cc/huya/21059579
武侠片系列,https://live.ottiptv.cc/huya/29982611
复仇片系列,https://live.ottiptv.cc/huya/29982645
星球片系列,https://live.ottiptv.cc/huya/30080234
校园片系列,https://live.ottiptv.cc/huya/11352934
警匪片系列,https://live.ottiptv.cc/huya/30041512
谍战片系列,https://live.ottiptv.cc/huya/26355810
动画片系列,https://live.ottiptv.cc/huya/11352878
恐怖片系列,https://live.ottiptv.cc/huya/24884334
惊悚片系列,https://live.ottiptv.cc/huya/26355802
僵尸片系列,https://live.ottiptv.cc/huya/11352917
音乐片系列,https://live.ottiptv.cc/huya/23860057
杀手片系列,https://live.ottiptv.cc/huya/23728689
体育片系列,https://live.ottiptv.cc/huya/23864480
西部片系列,https://live.ottiptv.cc/huya/30080177
香港片系列,https://live.ottiptv.cc/huya/29982660
印度片系列,https://live.ottiptv.cc/huya/26355799
热门片系列,https://live.ottiptv.cc/huya/880261
高分片系列,https://live.ottiptv.cc/huya/23902225
短片系列,https://live.ottiptv.cc/huya/17098448

电视剧直播,#genre#
探案剧专区,https://live.ottiptv.cc/huya/20969144
都市剧专区,https://live.ottiptv.cc/huya/29982666
刑侦剧专区,https://live.ottiptv.cc/huya/20969130
家庭剧专区,https://live.ottiptv.cc/huya/11352872
经典剧专区,https://live.ottiptv.cc/huya/11602081
怀旧剧专区,https://live.ottiptv.cc/huya/30080241
僵尸剧专区,https://live.ottiptv.cc/huya/23865148
抗战剧专区,https://live.ottiptv.cc/huya/30080238
台湾剧专区,https://live.ottiptv.cc/huya/11342436
韩国剧专区,https://live.ottiptv.cc/huya/23863787
美国剧专区,https://live.ottiptv.cc/huya/30080138
英国剧专区,https://live.ottiptv.cc/huya/29982659
校园剧专区,https://live.ottiptv.cc/huya/30080228
谍战剧专区,https://live.ottiptv.cc/huya/30080225
古装剧专区,https://live.ottiptv.cc/huya/24314158
乡村剧专区,https://live.ottiptv.cc/huya/30080255
偶像剧专区,https://live.ottiptv.cc/huya/11601964
爱情剧专区,https://live.ottiptv.cc/huya/29982671
搞笑剧专区,https://live.ottiptv.cc/huya/21059634
武侠剧专区,https://live.ottiptv.cc/huya/20985816
穿越剧专区,https://live.ottiptv.cc/huya/26355857
年代剧专区,https://live.ottiptv.cc/huya/20969095

纪录片直播,#genre#
碎片记,http://live.nctv.top/douyu1.php?id=9412981
宇宙视界,http://live.nctv.top/douyu1.php?id=9498354
宇宙探索飞船,http://live.nctv.top/douyu1.php?id=9456028
世界未解之谜,http://live.nctv.top/douyu1.php?id=9369468
贝爷,https://live.ottiptv.cc/huya/20969143
生存记,https://live.ottiptv.cc/huya/20985861
航拍中国专场,https://live.ottiptv.cc/huya/22414123
中国通史,https://live.ottiptv.cc/huya/20985822
云游故宫1,https://live.ottiptv.cc/huya/19743457
云游故宫2,https://live.ottiptv.cc/huya/19743452
幻海航行,http://live.nctv.top/douyu1.php?id=17105786

小品戏曲直播,#genre#
赵本山专场,http://222.186.39.21:35466/douyu/9817716
宋小宝专场,http://222.186.39.21:35466/douyu/9817729
贾玲专场,http://222.186.39.21:35466/douyu/10419541
许君聪专场,http://222.186.39.21:35466/douyu/10419558
沈腾马丽专场,http://222.186.39.21:35466/douyu/10153463
梨园戏曲,http://1.94.31.214/php/hntv.php?id=hnly
河南曲艺,http://1.94.31.214/php/hntv.php?id=jczy
戏剧影视,http://xatv-yt.xiancity.cn/live/4/index.m3u8

音乐直播,#genre#
周杰伦专场,http://live.nctv.top/douyu1.php?id=7537296
双笙专场,http://live.nctv.top/douyu1.php?id=6476693
室外专场,http://live.nctv.top/douyu1.php?id=9627625
翻唱专场,http://live.nctv.top/douyu1.php?id=9572351
动漫音乐专场,http://live.nctv.top/douyu1.php?id=9409703
阿七点歌台,http://live.nctv.top/douyu1.php?id=3186217
音悦喵点歌台,http://live.nctv.top/douyu1.php?id=3870925
音乐台长,http://live.nctv.top/douyu1.php?id=9629943
下饭音乐,http://live.nctv.top/douyu1.php?id=8661966
音乐Wu哥,http://live.nctv.top/douyu1.php?id=8667755
音乐快斗,http://live.nctv.top/douyu1.php?id=8324627
蚕豆电台,http://live.nctv.top/douyu1.php?id=8768792
音乐猛抬头,http://live.nctv.top/douyu1.php?id=8666105
喵喵音乐台,http://live.nctv.top/douyu1.php?id=9568091
黑糖音乐秀,http://live.nctv.top/douyu1.php?id=9560563
荒草音乐,http://live.nctv.top/douyu1.php?id=8706465
热星音乐菌,http://live.nctv.top/douyu1.php?id=8405922
音乐Fans小琼,http://live.nctv.top/douyu1.php?id=8666210
小飞飞流行DJ音乐,http://live.nctv.top/douyu1.php?id=10469362
小舞点歌台,https://live.ottiptv.cc/huya/15590571
24小时点歌台,https://live.ottiptv.cc/huya/25261191
助眠音乐专场,https://live.ottiptv.cc/huya/21241811
音乐小石榴,https://live.ottiptv.cc/huya/17091681
DJ专场,https://live.ottiptv.cc/huya/20432228
吉他专场,https://live.ottiptv.cc/huya/21241765
24×7音乐,https://live.ottiptv.cc/huya/30483433
轻音乐专场,https://live.ottiptv.cc/huya/26947138
日语专场,https://live.ottiptv.cc/huya/21241795
海选专场,https://live.ottiptv.cc/huya/21241781

动漫直播,#genre#
名侦探柯南,https://live.ottiptv.cc/huya/30080236
火影忍者,https://live.ottiptv.cc/huya/29465866
海贼王,https://live.ottiptv.cc/huya/29982634
精灵宝可梦,https://live.ottiptv.cc/huya/23749096
神奇宝贝,https://live.ottiptv.cc/huya/21241784
数码宝贝,https://live.ottiptv.cc/huya/29941782
宫崎骏,https://live.ottiptv.cc/huya/21059614
钢之炼金术师,https://live.ottiptv.cc/huya/20985859
黑子的篮球,https://live.ottiptv.cc/huya/30080253
瑞克与莫蒂,https://live.ottiptv.cc/huya/29982655
星辰变,https://live.ottiptv.cc/huya/24514506
成龙历险记,https://live.ottiptv.cc/huya/11352946
飞天小女警,https://live.ottiptv.cc/huya/11601958
蜡笔小新,https://live.ottiptv.cc/huya/11352970
樱桃小丸子,https://live.ottiptv.cc/huya/11342394
猫和老鼠,https://live.ottiptv.cc/huya/11352879
七龙珠,https://live.ottiptv.cc/huya/11601966
全职高手,https://live.ottiptv.cc/huya/21059628
哆啦A梦,https://live.ottiptv.cc/huya/11601963
海绵宝宝,https://live.ottiptv.cc/huya/11352919
魔法少女,https://live.ottiptv.cc/huya/21059587
全职猎人,https://live.ottiptv.cc/huya/30080254
四驱兄弟,https://live.ottiptv.cc/huya/11352922
一人之上,https://live.ottiptv.cc/huya/11602065
头文字D,https://live.ottiptv.cc/huya/11352889
网球王子,https://live.ottiptv.cc/huya/11352882
玩具总动员,https://live.ottiptv.cc/huya/30080256
通灵王,https://live.ottiptv.cc/huya/20969112
游戏王,https://live.ottiptv.cc/huya/20985856
男子高中生的日常,https://live.ottiptv.cc/huya/20985858
元气少女缘结神,https://live.ottiptv.cc/huya/11352967
全职法师,https://live.ottiptv.cc/huya/26355772
尸兄,https://live.ottiptv.cc/huya/26355846
大头儿子小头爸爸,https://live.ottiptv.cc/huya/20969114
哪吒传奇,https://live.ottiptv.cc/huya/26355782
龙族,https://live.ottiptv.cc/huya/23865086
间谍过家家,https://live.ottiptv.cc/huya/30080149
罗小黑战记,https://live.ottiptv.cc/huya/24314159
圣斗士星矢,https://live.ottiptv.cc/huya/10396612
葫芦兄弟,https://live.ottiptv.cc/huya/20985834
咒术回战,https://live.ottiptv.cc/huya/21059561
反叛的鲁路修,https://live.ottiptv.cc/huya/20969113
超自然武装当哒当,https://live.ottiptv.cc/huya/20985850
新世纪福音战士,https://live.ottiptv.cc/huya/20985862
足球小将,https://live.ottiptv.cc/huya/25725150
轻羽飞扬,https://live.ottiptv.cc/huya/30805998
虫师,https://live.ottiptv.cc/huya/21241791
魔神英雄传,https://live.ottiptv.cc/huya/21241839
埋堆堆直播1,https://live.ottiptv.cc/huya/23734246
埋堆堆直播2,https://live.ottiptv.cc/huya/23734256
国产动漫系列,https://live.ottiptv.cc/huya/11352869
🍿短剧直播,#genre#
陈翔六点半,https://live.ottiptv.cc/huya/11274154
人生回答机本机,http://live.nctv.top/douyu1.php?id=9409722
郑云工作室,http://live.nctv.top/douyu1.php?id=2995636
王Li差点红,http://live.nctv.top/douyu1.php?id=9348469
田小豆短剧,http://live.nctv.top/douyu1.php?id=10378551
哈利影视,http://live.nctv.top/douyu1.php?id=8475821
不思异剧场,http://live.nctv.top/douyu1.php?id=9297412

电影解说直播,#genre#
来呀官人V,http://live.nctv.top/douyu1.php?id=9986305
阿斗归来了,https://live.ottiptv.cc/huya/13303478
芮橙说剧,https://live.ottiptv.cc/huya/30287258
狗哥吃火锅,https://live.ottiptv.cc/huya/21059624
扁豆看电影,https://live.ottiptv.cc/huya/16028551
君陌观影,https://live.ottiptv.cc/huya/29420446
电影狂人A,https://live.ottiptv.cc/huya/18715610
救赎电影,https://live.ottiptv.cc/huya/29833341
力哥影视,https://live.ottiptv.cc/huya/23419131
小丑讲电影,https://live.ottiptv.cc/huya/16857432
吾聊电影,https://live.ottiptv.cc/huya/16424416
良少聊漫威,https://live.ottiptv.cc/huya/25523725
老巴电影,https://live.ottiptv.cc/huya/29340502
电影最TOP,https://live.ottiptv.cc/huya/11774959
S哥影视,https://live.ottiptv.cc/huya/24720260
硬汉影探,https://live.ottiptv.cc/huya/24614407
影小渔,https://live.ottiptv.cc/huya/30296971
斌哥漫说,https://live.ottiptv.cc/huya/18632116
南西视频,https://live.ottiptv.cc/huya/16913382
大象放映室,https://live.ottiptv.cc/huya/21277391
阿良说美剧,https://live.ottiptv.cc/huya/20488841
止戈电影,https://live.ottiptv.cc/huya/19863777
小丑电影,https://live.ottiptv.cc/huya/29869799

韩国Korea,#genre# 
EBS1 (Groundwave Tablet),http://ebsonairios.ebs.co.kr/groundwavetablet500k/tablet500k/playlist.m3u8
EBS1 (Groundwave Tablet),http://ebsonairios.ebs.co.kr/groundwavetablet500k/tablet500k/groundwavetablet500k.m3u8
EBS1,http://ebsonairios.ebs.co.kr/groundwavetablet500k/tablet500k/playlist.m3u8?zshijd
EBS2,http://ebsonairios.ebs.co.kr/ebs2tablet500k/tablet500k/ebs2tablet500k.index.m3u8?
EBS2,http://ebsonairios.ebs.co.kr/ebs2tablet500k/tablet500k/ebs2tablet500k.index.m3u8?zshijd
EBSi (Plus1 Tablet),http://ebsonairios.ebs.co.kr/plus1tablet500k/tablet500k/plus1tablet500k.index.m3u8
EBS+2 (Plus2 Tablet),http://ebsonairios.ebs.co.kr/plus2tablet500k/tablet500k/plus2tablet500k.index.m3u8
GCN24 Korean (720p),http://liveko24-manminglobal3.ktcdn.co.kr/liveko24/gcnko_1300k.stream/playlist.m3u8
GCN教会,http://liveko24-manminglobal3.ktcdn.co.kr/liveko24/gcnko_high/chunklist.m3u8
KBS LiveCam DokDo (540p),http://kbs-dokdo.gscdn.com/dokdo_300/dokdo_300.stream/playlist.m3u8
Lotte OneTV (720p),https://onetvhlslive.lotteimall.com/lotteonetvlive/lotteonetvlive.mp4.m3u8
MBC Jeju (제주 MBC) (352p) [Not 24/7],https://wowza.jejumbc.com/live/tv_jejumbc/playlist.m3u8
MBC Mokpo (목포 MBC) (720p) [Not 24/7],http://vod.mpmbc.co.kr:1935/live/encoder-tv/playlist.m3u8
MBC Yeosu (여수 MBC) (1080p) [Not 24/7],https://5c3639aa99149.streamlock.net/live_TV/tv/playlist.m3u8
MBC (General 1),http://vod.mpmbc.co.kr:1935/live/encoder-tv/playlist.m3u8
MBC (General 2),https://wowza.jejumbc.com/live/tv_jejumbc/playlist.m3u8
MBN,http://mytv.dothome.co.kr/ch/catv/54.php(Note: The long Policy/Signature URL in the original list also belongs to MBN hls-live.mbn.co.kr)
NHTV (720p),http://nonghyup.flive.skcdn.com/nonghyupdefinst/nhlive/playlist.m3u8
NewKID2,https://stream.ads.ottera.tv/playlist.m3u8?network_id=878
NewKID4 (ID 888),https://stream.ads.ottera.tv/playlist.m3u8?network_id=888
NewKID4 (ID 872),https://stream.ads.ottera.tv/playlist.m3u8?network_id=872
RNA,http://5ddfc48289114.streamlock.net/CHsoom/LIVE/playist.m3u8
SBS CJB (540p) [Not 24/7],http://1.222.207.80:1935/live/cjbtv/playlist.m3u8
CJB,http://1.222.207.80:1935/live/cjbtv/chunklist_w1357270949.m3u8
SBS JTV (406p) [Not 24/7],http://61.85.197.53:1935/jtv_live/myStream/playlist.m3u8
JTV,http://61.85.197.53:1935/jtv_live/myStream/chunklist_w1542137203.m3u8
Shopping NT (720p),https://live.shoppingntmall.com/live/10011.m3u8
tvchosun, http://onair.cdn.tvchosun.com/origin1definst/tvchosun_s1/playlist.m3u8
tvchosun2,http://onair2.cdn.tvchosun.com/origin2definst/tvchosun_s3/playlist.m3u8
tvN1,https://d2zyqoz1zsj2mq.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-i9yul1lyegl6e-ssai-prd/6d07fe2a_003a_4879_acfc_44e3c3c10f03/hls/playlist.m3u8?
tvN2,https://d21dxaer0ypwk1.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-a6m2cy2rylsvo-ssai-prd/54ac8e25_eb5a_4f10_ba20_ffb254f0a16c/hls/playlist.m3u8?ads.device_did=%7BPSID%7D...
tvN3, https://d25mdvvpht3395.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-p8ea370fl7r4f-ssai-prd/82f296fd_2916_45b7_b799_525a4226957a/hls/playlist.m3u8?
tvN5 (Movies),https://d2zyqoz1zsj2mq.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-i9yul1lyegl6e-ssai-prd/6d07fe2a_003a_4879_acfc_44e3c3c10f03/hls/playlist.m3u8?tvN Movies
TBS, https://cdntv.tbs.seoul.kr/tbsdefinst/tbs_tv_web_720.smil/playlist.m3u8
TBS Seoul,https://cdntv.tbs.seoul.kr/tbs/tbs_tv_web.smil/playlist.m3u8
ANTV,http://antvlive.ab5c6921.cdnviet.com/antv/chunklist.m3u8
BTN,http://btn.nowcdn.co.kr/btn/btnlive01/playlist.m3u8
CPBC,http://onair1.cpbc.co.kr:1935/tv/smil:live.smil/playlist.m3u8
C, (Unknown/C),http://112.175.51.214:1935/live/myStream/playlist.m3u8
TV, (Ottera Ads 595),https://stream.ads.ottera.tv/playlist.m3u8?network_id=595
TV1, (Ottera Ads 743),https://stream.ads.ottera.tv/playlist.m3u8?network_id=743
TV3, (Ottera Ads 630),https://stream.ads.ottera.tv/playlist.m3u8?network_id=630
14, (Ottera Ads 14),https://stream.ads.ottera.tv/playlist.m3u8?network_id=14
声优广播,http://www.uniqueradio.jp/agplayerf/hls/Active.m3u8
韩国音乐,http://mgugaklive.nowcdn.co.kr/gugakvideo/gugakvideo.stream/playlist.m3u8

美国America,#genre# 
News max,http://nmxlive.akamaized.net/hls/live/529965/Live_1/index.m3u8
CNN,https://turnerlive.warnermediacdn.com/hls/live/586495/cnngo/cnn_slate/VIDEO_0_3564000.m3u8
Fox weather,https://247wlive.foxweather.com/stream/index_1280x720.m3u8
Go2Travel,https://go2thls.wns.live/hls/stream.m3u8
Palm Beaches TV,https://live.feed.thepalmbeaches.tv/index.m3u8
Cable News Network,https://turnerlive.warnermediacdn.com/hls/live/586495/cnngo/cnn_slate/VIDEO_0_3564000.m3u8
Pac-12 Network,https://pac12-samsungus.amagi.tv/playlist480_p.m3u8
movie sphere,https://samsunguk-moviesphereuk-samsung-uk-s7xaa.amagi.tv/ts-eu-w1-n2/playlist/samsunguk-moviesphereuk-samsung-uk/playlist.m3u8
AMC East,https://bcovlive-a.akamaihd.net/ba853de442c140b7b3dc020001597c0a/us-east-1/6245817279001/playlist.m3u8

越南Vietnam,#genre# 
ANNINHTV,https://livevlisctcdnw.seenow.vn/mean/ANNINHTV/manifest.mpd
QPTV,https://livevlisctcdnw.seenow.vn/mean/QPTV/manifest.mpd
VTV1_,https://livevlisctcdnw.seenow.vn/livesnv2/VTV1_HD/manifest.mpd
VTV5_TN,https://liveh12.vtvprime.vn/hls/VTV5_TN/03.m3u8
VTV5_TNB,https://liveh12.vtvprime.vn/hls/VTV5_TNB/01.m3u8
VTV3_,https://livevlisctcdnw.seenow.vn/livesnv2/VTV3_HD/manifest.mpd
HTV2,https://liveh12.vtvprime.vn/hls/HTV2/03.m3u8
HTV3,https://liveh12.vtvprime.vn/hls/HTV3/03.m3u8
HTVKey,https://liveh12.vtvprime.vn/hls/HTVKey/03.m3u8
HTV7,https://liveh12.vtvprime.vn/hls/HTV7HD/03.m3u8
HTVCCANHAC,https://liveh12.vtvprime.vn/hls/HTVCCANHAC/04.m3u8
HTVGIADINH,https://liveh34.vtvprime.vn/hls/HTVGIADINH/03.m3u8
HTVCDLCS,https://liveh12.vtvprime.vn/hls/HTVCDLCS/03.m3u8
HTVPHUNU,https://liveh34.vtvprime.vn/hls/HTVPHUNU/03.m3u8
SCTV1,https://liveh12.vtvprime.vn/hls/SCTV1/03.m3u8
SCTV2,https://liveh12.vtvprime.vn/hls/SCTV2/03.m3u8
SCTV3,https://liveh34.vtvprime.vn/hls/SCTV3/01.m3u8
SCTV4,https://liveh12.vtvprime.vn/hls/SCTV4/03.m3u8
SCTV6,https://liveh34.vtvprime.vn/hls/SCTV6/03.m3u8
SCTV7,https://liveh34.vtvprime.vn/hls/SCTV7/01.m3u8
SCTV8,https://liveh34.vtvprime.vn/hls/SCTV8/01.m3u8
SCTV10,https://liveh34.vtvprime.vn/hls/SCTV10/01.m3u8
SCTV11,https://liveh34.vtvprime.vn/hls/SCTV11/01.m3u8
SCTV12,https://liveh34.vtvprime.vn/hls/SCTV12/03.m3u8
SCTV13,https://liveh34.vtvprime.vn/hls/SCTV13/03.m3u8
SCTV14,https://liveh34.vtvprime.vn/hls/SCTV14/03.m3u8
SCTV16,https://liveh34.vtvprime.vn/hls/SCTV16/04.m3u8
SCTV18,https://liveh34.vtvprime.vn/hls/SCTV18/03.m3u8
SCTV19,https://liveh34.vtvprime.vn/hls/SCTV19/03.m3u8
SCTV20,https://liveh34.vtvprime.vn/hls/SCTV20/03.m3u8
SCTV21,https://liveh34.vtvprime.vn/hls/SCTV21/03.m3u8
SCTV22,https://liveh34.vtvprime.vn/hls/SCTV22/04.m3u8
SCTVPHIM,https://liveh12.vtvprime.vn/hls/SCTVPHIM/03.m3u8
ANGIANGTV,https://liveh34.vtvprime.vn/hls/ANGIANGTV/03.m3u8
HANOI1TV,https://liveh34.vtvprime.vn/hls/HANOI1TV/03.m3u8
HAIDUONGTV,https://liveh34.vtvprime.vn/hls/HAIDUONGTV/03.m3u8
BACGIANGTV,https://liveh34.vtvprime.vn/hls/BACGIANGTV/03.m3u8
DONGTHAPTV,https://liveh34.vtvprime.vn/hls/DONGTHAPTV/03.m3u8
KHANHHOATV,https://liveh12.vtvprime.vn/hls/KHANHHOATV/03.m3u8
QUANGNINHTV,https://liveh12.vtvprime.vn/hls/QUANGNINHTV/03.m3u8
QUANGNINH3,https://liveh34.vtvprime.vn/hls/QUANGNINH3/03.m3u8
THAINGUYENTV,https://liveh34.vtvprime.vn/hls/THAINGUYENTV/03.m3u8
TAYNINHTV,https://liveh34.vtvprime.vn/hls/TAYNINHTV/03.m3u8
HUE,https://liveh12.vtvprime.vn/hls/HUE/03.m3u8
HUNGYENTV,https://liveh12.vtvprime.vn/hls/HUNGYENTV/03.m3u8
HATINH,https://liveh34.vtvprime.vn/hls/HATINH/03.m3u8
NINHBINHTV,https://liveh34.vtvprime.vn/hls/NINHBINHTV/03.m3u8
NGHEANTV,https://liveh12.vtvprime.vn/hls/NGHEANTV/03.m3u8
PHUTHOTV,https://liveh34.vtvprime.vn/hls/PHUTHOTV/03.m3u8
DANANGTV,https://liveh12.vtvprime.vn/hls/DANANGTV/03.m3u8
DANANG2,https://liveh34.vtvprime.vn/hls/DANANG2/04.m3u8

全球台01,#genre#
🇱🇰斯里兰卡Mon Tamil TV,http://198.144.149.206:8080/MONTAMIL_CINEMA/index.m3u8?token=GTR
🇷🇴罗马尼亚Kanal Jadid,http://iptv.zkbhj.com/tv/url/go?id=fb81bb9b43e59961094aa63269613455f2325e82e1723382000c25c9009b1449703a53d8cb741b92224765715d1a7388d43b8da7f422852ecf86f83de913c00f
🇿🇦南非KZNTV,http://iptv.zkbhj.com/tv/url/go?id=023c6f5c22ab16bc1522811c64e2ee48f2325e82e1723382000c25c9009b1449703a53d8cb741b92224765715d1a7388d43b8da7f422852ecf86f83de913c00f
🇲🇾马来西亚TV Okey,http://iptv.zkbhj.com/tv/url/go?id=24d35236f28cd5a468441d4357b95c96f2325e82e1723382000c25c9009b1449703a53d8cb741b92224765715d1a7388d43b8da7f422852ecf86f83de913c00f
🇮🇪爱尔兰PTE,http://iptv.zkbhj.com/tv/url/go?id=d4dd1ef144307e03186671c87f7bd80cf2325e82e1723382000c25c9009b1449703a53d8cb741b92224765715d1a7388d43b8da7f422852ecf86f83de913c00f
🇮🇷伊朗SL 2,http://iptv.zkbhj.com/tv/url/go?id=40d00fa8b0851918ea131a8d3516326ef2325e82e1723382000c25c9009b1449703a53d8cb741b92224765715d1a7388d43b8da7f422852ecf86f83de913c00f
🇯🇵日本日テレNEWS24,http://iptv.zkbhj.com/tv/url/go?id=729942d34e8518d7d5d61c380136549bf2325e82e1723382000c25c9009b1449703a53d8cb741b92224765715d1a7388d43b8da7f422852ecf86f83de913c00f
🇪🇸西班牙DW Español Ⓢ,https://dwamdstream104.akamaized.net/hls/live/2015530/dwstream104/stream04/streamPlaylist.m3u8
🇷🇺俄罗斯Zvezda TV,http://iptv.zkbhj.com/tv/url/go?id=6414b076391433933457f71277ba6947f2325e82e1723382000c25c9009b1449703a53d8cb741b92224765715d1a7388d43b8da7f422852ecf86f83de913c00f
🇲🇽墨西哥Alcarria TV,http://cls.alcarria.tv/live/alcarriatv-livestream.m3u8
🇮🇹意大利Food Network,https://dk3okdd5036kz.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-o4pw0nc02sthz/Foodnetwork_IT.m3u8
🇮🇶伊拉克Dijlah TV,https://ghaasiflu.online/Dijlah/tracks-v1a1/playlist.m3u8
🇫🇮芬兰Alfa Ⓢ,https://irrtv2.digitacdn.net/live/ott/irrtv/playlist.m3u8?organizationId=229401409&suiteItemId=230439940
🇧🇾白俄罗斯Radio HIT Orsk,http://hithd.camsh.orsk.ru/hls/hithd.m3u8
🇹🇷土耳其TRT World,https://tv-trtworld.medya.trt.com.tr/master.m3u8
🇹🇭泰国Thai PBS,http://thaipbs-live.cdn.byteark.com/live-en/playlist_720p/index.m3u8
🇺🇦乌克兰KPBIM,https://cdn.1tvcrimea.ru/1tvcrimea.m3u8
🇸🇬新加坡Channel News Asia,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index.m3u8
